index,set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile,levels,algs,ratios,variable
2784,orig_FSNTOA,84,246.04497821769215,15040.85281477158,127.59922890954168,0.0,0.9010416666666666,5472.0,432.7886962890625,216.1576995849609,16,zfp,2.47,BURDENDUST
2785,orig_FSNTOA,85,246.5152161973537,11397.718668882491,129.7379041353287,0.0,0.953125,2592.0,412.6593017578125,219.49334716796875,16,zfp,2.47,BURDENDUST
2786,orig_FSNTOA,86,244.10461961668307,8968.936533181919,120.69807556910878,0.0,1.0,0.0,376.95874404907227,198.40988159179688,16,zfp,2.47,BURDENDUST
2787,orig_FSNTOA,87,239.3041797674177,9507.741989858809,122.21837578022046,0.0,0.9739583333333334,1440.0,396.40814208984375,208.82321166992188,18,zfp,2.04,BURDENDUST
2788,orig_FSNTOA,88,234.8149969398341,11934.48831794842,142.54116188761685,0.0,0.9162688078703703,4630.0,418.1080932617188,216.32978057861328,16,zfp,2.47,BURDENDUST
2789,orig_FSNTOA,89,232.8317517818226,13752.010024972362,124.87949740672948,0.0,0.875,6912.0,426.8385009765625,230.30052185058597,16,zfp,2.47,BURDENDUST
2790,orig_FSNTOA,90,233.01044610661097,12588.436418236452,112.80907595285473,0.0,0.8958333333333334,5760.0,426.4382629394531,245.3344268798828,16,zfp,2.47,BURDENDUST
2791,orig_FSNTOA,91,235.07018102859303,9534.824102607789,107.74005500998514,0.0,0.9479166666666666,2880.0,389.6863098144531,215.56670379638672,16,zfp,2.47,BURDENDUST
2792,orig_FSNTOA,92,238.9683374186988,7955.398801832319,94.94707542626368,0.0,1.0,0.0,371.9498424530029,201.02667236328125,16,zfp,2.47,BURDENDUST
2793,orig_FSNTOA,93,242.05488287716267,9566.755953382495,94.7492506790556,0.0,0.979293258101852,1145.0,397.357177734375,210.57283782958984,16,zfp,2.47,BURDENDUST
2794,orig_FSNTOA,94,241.93095635140415,13264.479010555331,114.20578827897008,0.0,0.9167209201388888,4605.0,420.2103576660156,199.3483428955078,16,zfp,2.47,BURDENDUST
2795,orig_FSNTOA,95,243.47311016348644,16020.730884043163,131.09681232529792,0.0,0.8751265914351852,6905.0,443.0927429199219,210.0830307006836,16,zfp,2.47,BURDENDUST
2796,orig_FSNTOA,96,246.93542749690604,15119.81211837161,128.42117428453517,0.0,0.9010416666666666,5472.0,433.9740295410156,223.0605926513672,18,zfp,2.04,BURDENDUST
2797,orig_FSNTOA,97,246.3281976282453,11255.624322762524,130.08932269288343,0.0,0.953125,2592.0,407.7793884277344,224.51416015625,16,zfp,2.47,BURDENDUST
2798,orig_FSNTOA,98,244.0869975494261,8875.413053249646,120.55697463218152,0.0,1.0,0.0,375.7292213439941,197.8636016845703,16,zfp,2.47,BURDENDUST
2799,orig_FSNTOA,99,238.8123243590344,9409.907880492405,119.25859746169108,0.0,0.9739583333333334,1440.0,397.3339538574219,208.55723571777344,16,zfp,2.47,BURDENDUST
2800,orig_FSNTOAC,0,297.8203843798003,21783.251755542085,114.33302975880402,0.0,0.9010416666666666,5472.0,455.4360656738281,250.6096343994141,16,zfp,2.47,BURDENDUST
2801,orig_FSNTOAC,1,297.72139054464594,15647.114246802636,105.46566226357604,0.0,0.953125,2592.0,424.4836120605469,280.7055969238281,16,zfp,2.47,BURDENDUST
2802,orig_FSNTOAC,2,293.3329930406953,11296.63411306279,91.72688116798692,0.0,1.0,0.0,396.4766511917114,260.87425231933594,16,zfp,2.47,BURDENDUST
